;pred;obs;;pred;;obs
1147;0,360463649;0,161032326;;189824,5907;;93100,00017
2796;0,132596031;0,161032326;;79308,34015;;93100,00017
156;0,146950245;0,16123851;;86270,16268;;93199,99983
297;0,162144363;0,16123851;;93639,34031;;93199,99983
3122;0,2259821;0,16123851;;124600,7704;;93199,99983
3270;0,126029968;0,16123851;;76123,78667;;93199,99983
968;0,233102217;0,161444695;;128054,0416;;93299,99996
2026;0,230359212;0,161444695;;126723,6783;;93299,99996
2974;0,133746237;0,161444695;;79866,19223;;93299,99996
217;0,18805626;0,16165088;;106206,6624;;93400,0001
1781;0,226167738;0,16165088;;124690,8055;;93400,0001
335;0,136451498;0,162063249;;81178,24927;;93599,99989
1109;0,212644011;0,162063249;;118131,7705;;93599,99989
176;0,218088895;0,162269434;;120772,5503;;93700,00003
643;0,152997911;0,162475619;;89203,29282;;93800,00017
3371;0,105489768;0,162475619;;66161,7485;;93800,00017
2474;0,274530828;0,162887988;;148147,0006;;93999,99996
2962;0,134748504;0,162887988;;80352,29373;;93999,99996
2720;0,306567192;0,163094173;;163684,7013;;94100,00009
2801;0,246373937;0,163712727;;134490,852;;94400,00002
2382;0,228456497;0,163918912;;125800,8581;;94500,00016
229;0,102640554;0,164125096;;64779,87412;;94599,99981
1815;0,347248048;0,164125096;;183414,9976;;94599,99981
1862;0,169789597;0,164125096;;97347,29431;;94599,99981
2707;0,23993139;0,164125096;;131366,2039;;94599,99981
331;0,328286082;0,164331281;;174218,4061;;94699,99995
2023;0,177768633;0,164331281;;101217,1424;;94699,99995
981;0,266726613;0,164537466;;144361,9408;;94800,00008
3261;0,121665575;0,164537466;;74007,04702;;94800,00008
1622;0,162836105;0,16515602;;93974,83642;;95100,00001
2001;0,19142966;0,165362205;;107842,7678;;95200,00015
3252;0,204315543;0,165362205;;114092,4471;;95200,00015
3316;0,206950396;0,165362205;;115370,3561;;95200,00015
2075;0,12536718;0,165774574;;75802,3328;;95399,99994
1318;0,202117339;0,165980759;;113026,3135;;95500,00008
1427;0,202247173;0,165980759;;113089,2832;;95500,00008
1527;0,153177634;0,165980759;;89290,45879;;95500,00008
2633;0,172650829;0,165980759;;98734,99735;;95500,00008
2755;0,233747616;0,165980759;;128367,0615;;95500,00008
2189;0,156437546;0,166186944;;90871,52269;;95600,00021
157;0,165710032;0,166599313;;95368,69693;;95800
1279;0,230939582;0,166805498;;127005,1591;;95900,00014
2945;0,265797555;0,166805498;;143911,346;;95900,00014
308;0,148832336;0,167011682;;87182,98066;;95999,99979
579;0,176925331;0,167424052;;100808,1396;;96200,00007
2931;0,157048956;0,167424052;;91168,05754;;96200,00007
795;0,150443882;0,168042606;;87964,58354;;96500
1066;0,205304131;0,168042606;;114571,9141;;96500
1890;0,225569189;0,168248791;;124400,5076;;96600,00013
1712;0,237107947;0,168454975;;129996,8287;;96699,99978
1067;0,233128473;0,16866116;;128066,7757;;96799,99992
2351;0,211281061;0,16866116;;117470,7372;;96799,99992
2522;0,221467897;0,16866116;;122411,3731;;96799,99992
2539;0,376288563;0,168867345;;197499,7056;;96900,00006
2250;0,212357849;0,16907353;;117992,9814;;97000,0002
3108;0,121527605;0,169279714;;73940,13136;;97099,99985
553;0,212733194;0,169485899;;118175,0247;;97199,99999
3388;0,270678312;0,169485899;;146278,5225;;97199,99999
481;0,183025599;0,169898268;;103766,7813;;97399,99978
594;0,244637996;0,169898268;;133648,9173;;97399,99978
1818;0,186348781;0,170104453;;105378,5315;;97499,99991
2304;0,213112056;0,170104453;;118358,7735;;97499,99991
1611;0,146939024;0,170310638;;86264,72068;;97600,00005
540;0,141328514;0,170723007;;83543,61176;;97799,99984
477;0,184331939;0,170929192;;104400,3589;;97899,99998
1749;0,304345042;0,170929192;;162606,9538;;97899,99998
2091;0,182602316;0,170929192;;103561,4885;;97899,99998
1319;0,143000782;0,171547746;;84354,66505;;98199,99991
3284;0,223255157;0,171547746;;123278,1979;;98199,99991
80;0,217650458;0,171753931;;120559,9075;;98300,00004
499;0,195363268;0,171960116;;109750,5758;;98400,00018
2397;0,223977536;0,171960116;;123628,5529;;98400,00018
818;0,132573381;0,1721663;;79297,35496;;98499,99983
3109;0,173437938;0,1721663;;99116,74685;;98499,99983
3341;0,354913592;0,1721663;;187132,8021;;98499,99983
625;0,219025612;0,172372485;;121226,8598;;98599,99997
1765;0,356049389;0,172372485;;187683,6656;;98599,99997
838;0,139107525;0,17257867;;82466,42801;;98700,00011
2545;0,210259914;0,17257867;;116975,479;;98700,00011
3385;0,216221318;0,172784854;;119866,7715;;98799,99976
2743;0,233994782;0,173403409;;128486,9372;;99100,00017
3063;0,121866845;0,173609593;;74104,66336;;99199,99982
1053;0,21400781;0,173815778;;118793,2157;;99299,99996
2961;0,206452623;0,173815778;;115128,9351;;99299,99996
425;0,20758611;0,174228148;;115678,6783;;99500,00024
610;0,231636286;0,174228148;;127343,0619;;99500,00024
1334;0,261308551;0,174434332;;141734,1698;;99599,99989
78;0,237897381;0,174640517;;130379,7057;;99700,00003
2955;0,251327515;0,174846702;;136893,3473;;99800,00016
634;0,255038232;0,175259071;;138693,0524;;99999,99995
1138;0,117418714;0,175259071;;71947,31106;;99999,99995
1285;0,324462563;0,175259071;;172363,9919;;99999,99995
1404;0,349099189;0,175259071;;184312,8049;;99999,99995
2358;0,178024143;0,175259071;;101341,0654;;99999,99995
2660;0,117303871;0,175259071;;71891,61186;;99999,99995
2754;0,33111456;0,175259071;;175590,224;;99999,99995
2778;0,093583509;0,175259071;;60387,18919;;99999,99995
2952;0,250870228;0,175259071;;136671,5622;;99999,99995
3018;0,33655864;0,175259071;;178230,6135;;99999,99995
3061;0,255814165;0,175259071;;139069,3816;;99999,99995
3310;0,240262434;0,175259071;;131526,761;;99999,99995
3378;0,210510612;0,175259071;;117097,0676;;99999,99995
3393;0,22074689;0,175259071;;122061,683;;99999,99995
989;0,35365662;0,175465256;;186523,1679;;100100,0001
2653;0,26624167;0,175671441;;144126,7423;;100200,0002
2997;0,193793297;0,175671441;;108989,1365;;100200,0002
2704;0,25325191;0,175877625;;137826,683;;100299,9999
673;0,12573494;0,176908549;;75980,69745;;100800,0001
748;0,13713561;0,176908549;;81510,04511;;100800,0001
2066;0,30166322;0,176908549;;161306,265;;100800,0001
1446;0,190224648;0,177114734;;107258,3345;;100900,0002
433;0,277964622;0,177320918;;149812,3975;;100999,9999
1214;0,192511261;0,177527103;;108367,3464;;101100
1998;0,230993196;0,177527103;;127031,1622;;101100
3246;0,221184969;0,177527103;;122274,1523;;101100
264;0,172694296;0,178145657;;98756,07878;;101399,9999
2226;0,130770087;0,178970396;;78422,75385;;101800
726;0,177145347;0,179176581;;100914,8476;;101900,0001
965;0,124600284;0,179176581;;75430,38684;;101900,0001
2128;0,265884101;0,17958895;;143953,3209;;102099,9999
779;0,266004741;0,179795135;;144011,8315;;102200,0001
1661;0,210348919;0,18000132;;117018,6464;;102300,0002
378;0,207404897;0,180207504;;115590,7897;;102399,9999
2299;0,217137486;0,180207504;;120311,1149;;102399,9999
407;0,171295404;0,180413689;;98077,61374;;102500
446;0,326858699;0,180413689;;173526,1229;;102500
2174;0,224911571;0,180619874;;124081,5615;;102600,0001
1424;0,210329667;0,181444613;;117009,309;;103000,0002
1525;0,235798776;0,181444613;;129361,878;;103000,0002
1046;0,214783251;0,181650797;;119169,3064;;103099,9998
1909;0,13333106;0,181650797;;79664,83096;;103099,9998
2349;0,216701552;0,181650797;;120099,6863;;103099,9998
4;0,087727383;0,182269351;;57546,9561;;103399,9998
537;0,242582247;0,182269351;;132651,8748;;103399,9998
1647;0,16783233;0,182681721;;96398,01565;;103600
2192;0,245292574;0,182681721;;133966,3891;;103600
2369;0,218822986;0,182681721;;121128,5858;;103600
3163;0,261826068;0,182681721;;141985,1667;;103600
1568;0,307546258;0,182887906;;164159,5502;;103700,0002
2981;0,179776177;0,18309409;;102190,8053;;103799,9998
2964;0,313629836;0,183300275;;167110,0976;;103900
46;0,219319955;0,183918829;;121369,6166;;104199,9999
1392;0,216022521;0,183918829;;119770,3549;;104199,9999
1793;0,101797536;0,183918829;;64371,00856;;104199,9999
1933;0,233127102;0,183918829;;128066,1108;;104199,9999
2247;0,30242157;0,183918829;;161674,0662;;104199,9999
872;0,25004068;0,184331199;;136269,23;;104400,0002
393;0,16807276;0,184949753;;96514,6248;;104700,0001
2611;0,356592715;0,185155938;;187947,1799;;104800,0002
1684;0,28262341;0,185774492;;152071,9192;;105100,0002
1876;0,211586118;0,185774492;;117618,6903;;105100,0002
2563;0,306739867;0,185774492;;163768,4488;;105100,0002
2096;0,161268815;0,185980676;;93214,69801;;105199,9998
3047;0,251385748;0,186186861;;136921,5907;;105300
2146;0,22358194;0,186393046;;123436,688;;105400,0001
3282;0,397213995;0,186393046;;207648,5822;;105400,0001
206;0,220400527;0,186599231;;121893,6965;;105500,0002
898;0,24208121;0,186599231;;132408,871;;105500,0002
2324;0,261043936;0,186599231;;141605,8311;;105500,0002
697;0,272584289;0,187217785;;147202,9255;;105800,0002
2558;0,452506393;0,187217785;;234465,5057;;105800,0002
2282;0,164905101;0,187423969;;94978,30382;;105899,9998
1380;0,282621354;0,188248708;;152070,9219;;106299,9999
2581;0,210330769;0,188248708;;117009,8438;;106299,9999
3364;0,170841351;0,188248708;;97857,39699;;106299,9999
2044;0,248263285;0,188661078;;135407,1895;;106500,0002
429;0,229665354;0,190310555;;126387,156;;107299,9998
892;0,233526736;0,19051674;;128259,9343;;107399,9999
2432;0,269476146;0,191135294;;145695,4695;;107699,9999
375;0,178816304;0,191341479;;101725,2649;;107800
3268;0,225241497;0,191547664;;124241,5766;;107900,0001
254;0,258666992;0,192166218;;140453,0085;;108200,0001
309;0,192490146;0,192166218;;108357,1056;;108200,0001
773;0,188801065;0,192166218;;106567,8942;;108200,0001
1716;0,160037383;0,192372403;;92617,45104;;108300,0002
2667;0,223005697;0,192372403;;123157,2091;;108300,0002
2870;0,234124631;0,192372403;;128549,9141;;108300,0002
3102;0,152863443;0,192372403;;89138,07553;;108300,0002
2781;0,200390756;0,192784772;;112188,9175;;108500
55;0,229322687;0,192990957;;126220,9617;;108600,0001
612;0,16519542;0,192990957;;95119,10928;;108600,0001
2159;0,167406738;0,193197141;;96191,60265;;108699,9998
1837;0,254613012;0,193609511;;138486,8201;;108900,0001
2647;0,223388478;0,193609511;;123342,8587;;108900,0001
293;0,174095839;0,193815696;;99435,83023;;109000,0002
1604;0,3100214;0,193815696;;165359,9993;;109000,0002
2234;0,187095404;0,194228065;;105740,645;;109200
763;0,235687092;0,19443425;;129307,711;;109300,0001
1498;0,220658556;0,194640434;;122018,8408;;109399,9998
1654;0,267859399;0,194640434;;144911,3444;;109399,9998
3129;0,421535075;0,194640434;;219444,3543;;109399,9998
960;0,392111987;0,194846619;;205174,0979;;109499,9999
1234;0,17071414;0,195258989;;97795,6993;;109700,0002
2972;0,228638098;0,195258989;;125888,9346;;109700,0002
1836;0,278714389;0,195465173;;150176,0359;;109799,9998
2245;0,244581431;0,195465173;;133621,4833;;109799,9998
224;0,303658903;0,195877543;;162274,1751;;110000,0001
327;0,218188927;0,196289912;;120821,0658;;110199,9999
2461;0,284666777;0,196289912;;153062,956;;110199,9999
1183;0,176312804;0,196496097;;100511,0627;;110300
141;0,312541276;0,196702282;;166582,144;;110400,0002
359;0,335407913;0,196702282;;177672,5085;;110400,0002
503;0,247977376;0,196702282;;135268,5233;;110400,0002
2934;0,250355899;0,196702282;;136422,1119;;110400,0002
397;0,213424638;0,197114651;;118510,3762;;110600
467;0,269543082;0,197114651;;145727,9336;;110600
2402;0,195232645;0,197320836;;109687,2231;;110700,0001
655;0,300311655;0,197527021;;160650,7532;;110800,0002
3096;0,238073349;0,197527021;;130465,0504;;110800,0002
2065;0,215236187;0,197733205;;119388,9812;;110899,9999
1247;0,343406349;0,19793939;;181551,7663;;111000
2346;0,249341205;0,198145575;;135929,983;;111100,0002
1164;0,151366338;0,198351759;;88411,97673;;111199,9998
1625;0,290944755;0,198557944;;156107,7881;;111300
2436;0,197790131;0,198557944;;110927,6091;;111300
2470;0,205909997;0,198557944;;114865,7605;;111300
3135;0,363835603;0,198557944;;191459,9951;;111300
3209;0,192305565;0,198557944;;108267,5836;;111300
1358;0,223976374;0,198764129;;123627,9892;;111400,0001
2626;0,269435406;0,199382683;;145675,7107;;111700
756;0,248836562;0,199588868;;135685,2303;;111800,0002
3021;0,213404551;0,199588868;;118500,6341;;111800,0002
1443;0,333898991;0,199795052;;176940,6786;;111899,9998
1019;0,288959742;0,200001237;;155145,0526;;111999,9999
1957;0,237306044;0,200001237;;130092,9057;;111999,9999
3326;0,29552108;0,200001237;;158327,3151;;111999,9999
1265;0,31339854;0,200207422;;166997,9187;;112100,0001
214;0,472168744;0,201032161;;244001,785;;112500,0001
408;0,251647592;0,201032161;;137048,5852;;112500,0001
864;0,165646017;0,201032161;;95337,64934;;112500,0001
1170;0,63189429;0,201032161;;321468,9947;;112500,0001
1627;0,373968601;0,201032161;;196374,5195;;112500,0001
1718;0,473181844;0,201032161;;244493,1406;;112500,0001
1845;0,258750767;0,201032161;;140493,6393;;112500,0001
2083;0,212572083;0,201032161;;118096,8853;;112500,0001
2105;0,344508469;0,201032161;;182086,2965;;112500,0001
2152;0,292744339;0,201032161;;156980,5897;;112500,0001
2415;0,286762327;0,201032161;;154079,3021;;112500,0001
2575;0,894110739;0,201032161;;448644,4967;;112500,0001
2871;0,222084478;0,201032161;;122710,4158;;112500,0001
2980;0,330755889;0,201032161;;175416,2679;;112500,0001
3114;0,262402207;0,201032161;;142264,595;;112500,0001
3183;0,274107844;0,201032161;;147941,8524;;112500,0001
3254;0,210686207;0,201032161;;117182,2317;;112500,0001
3324;0,212488294;0,201032161;;118056,2474;;112500,0001
1806;0,24496831;0,20144453;;133809,1203;;112699,9999
647;0,245590344;0,2018569;;134110,8081;;112900,0002
815;0,225410208;0,202063084;;124323,4018;;112999,9999
585;0,233687833;0,202475454;;128338,0664;;113200,0001
1174;0,287721783;0,202475454;;154544,6402;;113200,0001
2998;0,201476991;0,202475454;;112715,7437;;113200,0001
525;0,303680062;0,203094008;;162284,4376;;113500,0001
870;0,28794542;0,203094008;;154653,1044;;113500,0001
914;0,174446464;0,203094008;;99605,88373;;113500,0001
1056;0,291724563;0,203094008;;156485,9963;;113500,0001
2676;0,255447596;0,203094008;;138891,5951;;113500,0001
420;0,328658104;0,203300193;;174398,8377;;113600,0002
616;0,272086412;0,203300193;;146961,4539;;113600,0002
619;0,195559129;0,203300193;;109845,5687;;113600,0002
2244;0,33097738;0,203300193;;175523,6914;;113600,0002
2217;0,228889897;0,203506377;;126011,0581;;113699,9999
780;0,193093076;0,203918747;;108649,5282;;113900,0001
1180;0,214663446;0,203918747;;119111,2006;;113900,0001
1954;0,244195834;0,203918747;;133434,4678;;113900,0001
2061;0,270178765;0,203918747;;146036,2414;;113900,0001
2985;0,32760632;0,203918747;;173888,7206;;113900,0001
2716;0,265676141;0,204124931;;143852,4596;;113999,9998
2823;0,431243479;0,204124931;;224152,9499;;113999,9998
230;0,195323095;0,204331116;;109731,0916;;114099,9999
1956;0,220288634;0,204331116;;121839,4282;;114099,9999
522;0,333035409;0,204537301;;176521,8397;;114200,0001
3145;0,242187336;0,204537301;;132460,3424;;114200,0001
2254;0,237998813;0,20494967;;130428,9005;;114399,9998
45;0,312931061;0,20536204;;166771,1903;;114600,0001
110;0,239406139;0,20536204;;131111,4561;;114600,0001
2101;0,235090986;0,20536204;;129018,5983;;114600,0001
2686;0,282808483;0,20536204;;152161,6797;;114600,0001
2727;0,347836882;0,20536204;;183700,5834;;114600,0001
1985;0,325313687;0,205568224;;172776,789;;114699,9998
603;0,258013576;0,205774409;;140136,1005;;114799,9999
1786;0,269637913;0,205980594;;145773,9268;;114900,0001
1456;0,210636571;0,206186779;;117158,1582;;115000,0002
2992;0,275741726;0,206186779;;148734,2887;;115000,0002
1384;0,22638613;0,206599148;;124796,7258;;115200
3370;0,209036827;0,206805333;;116382,2792;;115300,0001
2587;0,27992487;0,207217702;;150763,1216;;115499,9999
1259;0,200223178;0,207423887;;112107,6416;;115600
1686;0,268956065;0,207423887;;145443,2295;;115600
218;0,169780597;0,208248626;;97342,92915;;116000,0001
1474;0,219448149;0,208248626;;121431,7913;;116000,0001
1245;0,241037667;0,20845481;;131902,7505;;116099,9998
2042;0,302105278;0,20845481;;161520,6639;;116099,9998
2560;0,251842618;0,20845481;;137143,1734;;116099,9998
1010;0,225238919;0,208660995;;124240,3263;;116199,9999
1577;0,210804611;0,20886718;;117239,6582;;116300
2662;0,30639863;0,20886718;;163602,9484;;116300
696;0,209825784;0,209073365;;116764,9249;;116400,0002
1860;0,349372178;0,209073365;;184445,2052;;116400,0002
567;0,192239448;0,209279549;;108235,517;;116499,9998
2329;0,240003407;0,209279549;;131401,1324;;116499,9998
2685;0,221322417;0,209485734;;122340,815;;116600
1017;0,134870306;0,209691919;;80411,36798;;116700,0001
1162;0,190678477;0,209691919;;107478,4428;;116700,0001
2034;0,187819958;0,209691919;;106092,0551;;116700,0001
2093;0,38500157;0,209691919;;201725,5314;;116700,0001
874;0,254890233;0,209898104;;138621,2729;;116800,0002
346;0,275523424;0,210104288;;148628,4118;;116899,9999
81;0,375915855;0,210310473;;197318,9416;;117000
136;0,249809161;0,210310473;;136156,9426;;117000
1840;0,205098748;0,210310473;;114472,3031;;117000
532;0,331813008;0,210722842;;175928,9723;;117199,9998
3128;0,234466895;0,210722842;;128715,9132;;117199,9998
700;0,308668673;0,210929027;;164703,9238;;117300
222;0,357526243;0,211135212;;188399,9428;;117400,0001
2645;0,292760253;0,211341397;;156988,3082;;117500,0002
1877;0,192658812;0,211753766;;108438,909;;117700
1574;0,24294436;0,211959951;;132827,5004;;117800,0002
1235;0,24396269;0,212166135;;133321,3927;;117899,9998
1798;0,154457375;0,212166135;;89911,13599;;117899,9998
99;0,223847359;0,21237232;;123565,417;;117999,9999
1129;0,35697636;0,212578505;;188133,2486;;118100,0001
3107;0,295383632;0,212578505;;158260,6524;;118100,0001
3206;0,28967312;0,212578505;;155491,0424;;118100,0001
1101;0,266469926;0,21278469;;144237,4469;;118200,0002
1519;0,256214142;0,21278469;;139263,3712;;118200,0002
1906;0,244099036;0,21278469;;133387,5206;;118200,0002
2031;0,127810523;0,212990874;;76987,35923;;118299,9999
1252;0,141318336;0,213197059;;83538,67566;;118400
1499;0,152202472;0,213403244;;88817,50337;;118500,0001
1617;0,235687271;0,213403244;;129307,7977;;118500,0001
3356;0,376600415;0,213403244;;197650,9542;;118500,0001
